Id,Start time,Completion time,Email,Name,KIN Mentorship ID (Link to Spreadsheet),First Name,Last Name,Email Address,To which gender identity do you most identify?,Please indicate if you have a preference for what gender your mentor/mentee is:,How important is accessing and developing a professional AAPI network?,How open are you to exploring topics outside of your immediate career or academic focus in the mentorship?,"How much do you value a structured mentoring relationship (e.g., goal setting, progress tracking)?","How important is frequent communication (e.g., weekly or bi-weekly) in a mentoring relationship?",Select if you are a Kin Mentor or Kin Mentee,Would you be open to the possibility of having 2 Kin Mentees?,What industries can you provide mentorship on?,"How comfortable do you feel providing guidance on professional skills such as resume writing, interviewing, personal brand, presentation skills, etc.?",How confident do you feel in guiding your mentee in securing an internship or full-time employment opportunity?,Who is your #1 Kin Mentee preference?,Who is your #2 Kin Mentee preference?,Who is your #3 Kin Mentee preference?,Who is your #4 Kin Mentee preference?,Who is your #5 Kin Mentee preference?,Who is your #6 Kin Mentee preference?,Who is your #7 Kin Mentee preference?,Who is your #8 Kin Mentee preference?,Who is your #9 Kin Mentee preference?,Who is your #10 Kin Mentee preference?,Who is your #11 Kin Mentee preference?,Who is your #12 Kin Mentee preference?,Who is your #13 Kin Mentee preference?,Who is your #14 Kin Mentee preference?,Who is your #15 Kin Mentee preference?,Would you be open to the possibility of having a 1 Kin Mentor: 2 Kin Mentee mentorship partnership?,What industries are you interested in receiving mentorship on?,"How important is enhancing professional skills (resume writing, interviewing, personal brand, presentation skills, etc.)?",How important is securing an internship or full-time employment opportunity?,Who is your #1 Kin Mentor preference?,Who is your #2 Kin Mentor preference?,Who is your #3 Kin Mentor preference?,Who is your #4 Kin Mentor preference?,Who is your #5 Kin Mentor preference?,Who is your #6 Kin Mentor preference?,Who is your #7 Kin Mentor preference?,Who is your #8 Kin Mentor preference?,Who is your #9 Kin Mentor preference?,Who is your #10 Kin Mentor preference?,Who is your #11 Kin Mentor preference?,Who is your #12 Kin Mentor preference?,Who is your #13 Kin Mentor preference?,Who is your #14 Kin Mentor preference?,Who is your #15 Kin Mentor preference?,How comfortable do you feel in asking for help in achieving your academic and career goals?,How prepared do you feel to take the next steps in your career?,How connected do you feel to a network of professionals to achieve your academic and career goals?,"As an AAPI student, how empowered (supported and confident) do you feel in your ability to achieve your career goals?",How connected do you feel to the AAPI community?,Is there anything else that you would like us to consider as part of the matching process?
238671,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Calista Morgan,14,Calista,Morgan,sample@email.com,Male,Male,3,4,"4","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Nonprofit;,"9",3,128,146,35,6,114,147,126,124,143,171,162,129,195,45,198,9,3,4,"1",5,Filler String
330520,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zephyr Larson,15,Zephyr,Larson,sample@email.com,Female,No Preference,6,3,"3","5",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Finance;Education;Entertainment;Accounting;,"7",5,93,162,60,189,153,135,88,137,40,160,30,120,50,68,34,5,5,1,"1",5,Filler String
118526,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Liora Valente,16,Liora,Valente,sample@email.com,Female,Female,6,5,"7","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Technology;Education;Advertising/Marketing;Government;,"7",9,127,100,69,154,144,198,9,98,57,168,191,47,12,64,132,2,9,9,"10",7,Filler String
772991,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Amara Lindholm,17,Amara,Lindholm,sample@email.com,Female,Female,3,3,"5","1",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Engineering;,"6",2,168,57,62,76,1,88,196,41,92,175,54,126,66,39,157,3,5,1,"5",10,Filler String
973557,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Kieran Westbrook,18,Kieran,Westbrook,sample@email.com,Female,No Preference,2,5,"3","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Finance;Nonprofit;Pharmaceutical;Fashion;Engineering;,"9",7,166,15,106,17,118,37,11,19,47,52,27,90,149,115,41,4,8,8,"2",8,Filler String
543701,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Freya Langford,19,Freya,Langford,sample@email.com,Male,No Preference,6,4,"3","5",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Human Resources;,"8",10,198,182,49,20,76,101,47,94,84,23,175,73,113,189,83,1,9,7,"7",1,Filler String
906470,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elowen March,20,Elowen,March,sample@email.com,Male,Male,6,6,"8","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Technology;Nonprofit;,"3",6,127,69,45,34,118,26,52,32,114,130,197,95,190,66,46,3,10,6,"10",1,Filler String
244872,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rhys Hamilton,21,Rhys,Hamilton,sample@email.com,Male,No Preference,6,5,"2","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Nonprofit;Pharmaceutical;,"6",1,169,196,154,24,82,38,21,58,13,166,41,190,87,133,98,7,8,2,"7",10,Filler String
858842,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Azura Wakefield,22,Azura,Wakefield,sample@email.com,Male,No Preference,2,10,"2","1",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;Legal;Technology;Pharmaceutical;,"8",8,11,102,147,98,96,53,45,85,54,94,2,9,168,182,144,8,4,2,"8",5,Filler String
945051,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Dorian Astor,23,Dorian,Astor,sample@email.com,Male,No Preference,6,5,"6","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Education;Entertainment;Agriculture;Advertising/Marketing;Pharmaceutical;,"10",10,199,163,59,100,48,57,12,24,158,141,121,192,21,51,76,4,5,4,"10",8,Filler String
22857,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Maelis Calder,24,Maelis,Calder,sample@email.com,Male,Male,10,8,"9","2",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Agriculture;Media and News;Legal;,"10",1,167,35,55,148,69,179,46,43,49,95,146,192,153,185,72,4,1,2,"8",4,Filler String
130776,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Ren Beaumont,25,Ren,Beaumont,sample@email.com,Female,No Preference,1,2,"9","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Advertising/Marketing;Food and Beverage;Legal;Arts and Design;,"6",9,47,36,27,68,11,79,72,138,110,193,21,168,45,33,67,6,3,10,"8",3,Filler String
505320,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zinnia Greer,26,Zinnia,Greer,sample@email.com,Female,Female,4,1,"5","5",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Education;Government;Other;Human Resources;,"5",8,107,90,45,53,161,13,190,61,3,167,51,134,15,92,47,9,2,2,"10",8,Filler String
232021,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Cassian Delaney,27,Cassian,Delaney,sample@email.com,Male,No Preference,1,7,"5","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Human Resources;Agriculture;Fashion;Aerospace;,"4",7,69,19,183,121,167,192,92,40,137,83,39,103,135,59,58,3,1,6,"8",1,Filler String
318875,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elara Hastings,28,Elara,Hastings,sample@email.com,Male,No Preference,6,9,"10","2",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Pharmaceutical;Government;,"10",8,167,116,0,148,126,160,62,54,65,139,34,35,165,123,176,8,5,9,"9",2,Filler String
928614,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Idris Monteiro,29,Idris,Monteiro,sample@email.com,Female,Male,8,5,"9","2",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Entrepreneurship;Technology;,"3",9,67,57,161,165,130,158,93,113,68,64,43,76,147,104,24,8,8,2,"2",6,Filler String
46260,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Sabine Rojas,30,Sabine,Rojas,sample@email.com,Female,No Preference,3,2,"4","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Technology;Nonprofit;Aerospace;,"9",3,162,24,40,102,124,144,170,178,194,175,132,88,78,5,126,4,6,7,"7",5,Filler String
67088,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Thorne Bishop,31,Thorne,Bishop,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,7,2,"9","7",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Aerospace;Education;Government;Hospitality;,"5",3,127,128,94,90,55,42,67,152,120,36,97,49,163,106,111,8,8,9,"7",1,Filler String
836303,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Mireille Duchamp,32,Mireille,Duchamp,sample@email.com,Female,No Preference,9,8,"4","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Advertising/Marketing;Legal;Education;Consulting;,"1",4,10,23,80,0,34,96,54,172,142,129,102,176,41,51,81,5,2,1,"8",3,Filler String
626142,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Caelan Forrest,33,Caelan,Forrest,sample@email.com,Male,No Preference,2,10,"3","3",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Technology;Fashion;Engineering;Finance;Accounting;,"5",8,50,148,140,150,153,144,58,199,45,13,128,136,115,180,47,1,8,6,"9",3,Filler String
176996,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Lyra Emerson,34,Lyra,Emerson,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,4,3,"9","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entrepreneurship;Entertainment;Arts and Design;,"7",4,172,163,147,76,139,116,133,14,113,101,136,51,130,182,99,4,2,5,"2",7,Filler String
768813,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Corin Hartford,35,Corin,Hartford,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,8,8,"5","3",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Pharmaceutical;Engineering;Food and Beverage;Advertising/Marketing;,"5",4,176,153,117,182,189,148,175,77,106,55,136,91,44,155,34,9,7,10,"1",4,Filler String
224509,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Sable Preston,36,Sable,Preston,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,6,10,"8","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Nonprofit;,"8",2,182,189,84,46,137,96,15,114,188,88,83,173,109,150,0,5,10,10,"10",6,Filler String
280367,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Dante Lyons,37,Dante,Lyons,sample@email.com,Female,Female,2,9,"5","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Pharmaceutical;Media and News;Accounting;,"6",1,51,79,76,36,86,83,195,103,81,104,170,115,56,130,180,4,5,7,"7",9,Filler String
71778,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Isara Carver,38,Isara,Carver,sample@email.com,Male,Male,6,8,"10","2",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Consulting;,"8",7,22,109,196,102,135,77,171,106,39,85,100,140,198,6,107,6,2,7,"6",10,Filler String
786185,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rowan Grayson,39,Rowan,Grayson,sample@email.com,Female,No Preference,1,1,"6","5",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Arts and Design;Fashion;Media and News;,"8",7,161,153,162,177,169,40,89,41,102,2,156,133,125,189,92,10,6,9,"6",9,Filler String
259754,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Teagan Miles,40,Teagan,Miles,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,6,1,"3","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Education;,"5",10,128,184,78,103,34,42,199,28,196,53,137,73,41,65,30,1,8,1,"9",4,Filler String
221530,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elyria Page,41,Elyria,Page,sample@email.com,Male,No Preference,8,5,"4","7",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Media and News;Food and Beverage;Technology;,"8",10,51,194,170,82,49,186,164,149,152,78,181,38,23,80,127,5,9,3,"8",9,Filler String
398864,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Lysandra Shore,42,Lysandra,Shore,sample@email.com,Female,Female,9,9,"2","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Pharmaceutical;Food and Beverage;,"10",3,139,176,129,63,98,16,25,184,164,46,73,178,27,169,193,4,1,4,"2",5,Filler String
834550,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Orrin Fletcher,43,Orrin,Fletcher,sample@email.com,Female,No Preference,2,2,"1","7",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Finance;Aerospace;Hospitality;Entertainment;Real Estate;,"8",5,94,24,114,126,177,154,129,127,96,48,194,51,106,77,109,1,1,7,"8",3,Filler String
481487,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Amira Santos,44,Amira,Santos,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,10,10,"4","5",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entrepreneurship;,"10",3,3,195,165,184,74,112,48,39,145,164,109,174,57,160,12,10,7,8,"5",6,Filler String
998382,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Calix Vaughn,45,Calix,Vaughn,sample@email.com,Male,Female,3,7,"4","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Pharmaceutical;Legal;Human Resources;Government;Healthcare;,"3",10,51,58,15,153,116,179,95,196,106,112,77,96,156,54,53,9,3,3,"8",7,Filler String
498626,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Solara Avery,46,Solara,Avery,sample@email.com,Female,No Preference,10,1,"4","7",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Food and Beverage;Engineering;Entrepreneurship;,"6",7,119,18,86,143,38,185,20,162,172,36,102,84,193,110,24,6,7,6,"10",7,Filler String
633361,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Dax Remington,47,Dax,Remington,sample@email.com,Male,Female,3,1,"2","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Consulting;,"6",4,43,107,120,34,39,84,141,178,22,156,168,80,82,74,65,3,7,10,"2",6,Filler String
85744,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elowyn Reed,48,Elowyn,Reed,sample@email.com,Female,Male,3,5,"9","7",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Nonprofit;Accounting;Consulting;Food and Beverage;Aerospace;,"7",8,118,17,165,157,190,26,47,132,129,52,140,43,98,173,6,4,9,5,"8",4,Filler String
753485,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Silas Porter,49,Silas,Porter,sample@email.com,Male,Female,5,4,"9","7",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Government;Legal;Agriculture;Nonprofit;,"2",1,19,2,149,71,16,171,87,142,188,18,156,154,145,55,186,10,6,3,"6",3,Filler String
911477,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Veda McAllister,50,Veda,McAllister,sample@email.com,Female,No Preference,10,10,"1","5",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Technology;Accounting;,"5",2,105,93,29,4,17,34,35,176,185,18,154,76,69,78,85,3,5,8,"5",8,Filler String
230185,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Fenella Hayes,51,Fenella,Hayes,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,10,10,"8","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entrepreneurship;Media and News;Arts and Design;,"5",2,33,146,90,36,124,129,191,88,101,92,114,143,97,29,37,6,4,10,"8",9,Filler String
676530,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Alistair Cruz,52,Alistair,Cruz,sample@email.com,Male,Female,4,3,"6","2",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Hospitality;Agriculture;,"7",10,176,168,171,163,55,135,2,59,164,139,158,33,100,186,87,4,4,6,"10",6,Filler String
25751,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Orla Hennessy,53,Orla,Hennessy,sample@email.com,Male,No Preference,7,8,"4","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Entrepreneurship;,"9",1,11,168,133,125,43,149,42,40,187,193,158,9,197,89,3,7,10,6,"5",3,Filler String
981539,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rylan Hart,54,Rylan,Hart,sample@email.com,Female,No Preference,2,5,"10","5",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Agriculture;Real Estate;Education;Entertainment;,"4",9,67,193,77,39,80,179,101,37,76,149,4,192,151,122,3,4,3,5,"2",9,Filler String
180483,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Inara Townsend,55,Inara,Townsend,sample@email.com,Female,No Preference,7,5,"6","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Legal;Aerospace;,"7",5,126,94,71,182,158,95,97,150,171,129,19,166,51,134,89,8,2,6,"6",8,Filler String
568968,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zev Caldwell,56,Zev,Caldwell,sample@email.com,Female,No Preference,1,5,"2","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Healthcare;,"10",1,125,75,97,199,56,187,27,183,174,12,128,139,107,78,48,7,7,2,"10",7,Filler String
875093,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Briar Logan,57,Briar,Logan,sample@email.com,Female,Female,4,1,"10","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Arts and Design;Fashion;,"2",4,65,18,178,103,174,25,120,117,32,54,62,40,96,119,13,2,2,6,"9",8,Filler String
818827,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Hadrian Leclair,58,Hadrian,Leclair,sample@email.com,Female,No Preference,3,1,"1","2",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Advertising/Marketing;Consulting;Other;Real Estate;,"4",10,126,23,134,120,32,83,71,95,64,38,127,13,184,81,3,8,10,9,"4",1,Filler String
812037,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elysia Compton,59,Elysia,Compton,sample@email.com,Male,Female,10,10,"6","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Human Resources;Accounting;,"8",8,188,150,59,60,44,115,82,29,30,128,25,123,1,136,118,7,3,10,"10",8,Filler String
625453,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Theron Wells,60,Theron,Wells,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,9,8,"8","8",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Media and News;Legal;,"1",8,85,88,142,45,186,114,106,192,118,1,62,65,4,67,167,7,8,2,"6",2,Filler String
737852,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Kaida Lawson,61,Kaida,Lawson,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,8,3,"9","3",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Consulting;,"2",1,190,53,199,56,154,40,159,41,88,118,77,2,141,162,128,8,2,9,"4",2,Filler String
682568,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Mirabel Quinn,62,Mirabel,Quinn,sample@email.com,Male,Male,2,8,"10","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Legal;,"5",5,89,53,103,151,85,24,29,31,14,125,57,131,7,138,13,8,1,9,"10",2,Filler String
