Id,Start time,Completion time,Email,Name,KIN Mentorship ID (Link to Spreadsheet),First Name,Last Name,Email Address,To which gender identity do you most identify?,Please indicate if you have a preference for what gender your mentor/mentee is:,How important is accessing and developing a professional AAPI network?,How open are you to exploring topics outside of your immediate career or academic focus in the mentorship?,"How much do you value a structured mentoring relationship (e.g., goal setting, progress tracking)?","How important is frequent communication (e.g., weekly or bi-weekly) in a mentoring relationship?",Select if you are a Kin Mentor or Kin Mentee,Would you be open to the possibility of having 2 Kin Mentees?,What industries can you provide mentorship on?,"How comfortable do you feel providing guidance on professional skills such as resume writing, interviewing, personal brand, presentation skills, etc.?",How confident do you feel in guiding your mentee in securing an internship or full-time employment opportunity?,Who is your #1 Kin Mentee preference?,Who is your #2 Kin Mentee preference?,Who is your #3 Kin Mentee preference?,Who is your #4 Kin Mentee preference?,Who is your #5 Kin Mentee preference?,Who is your #6 Kin Mentee preference?,Who is your #7 Kin Mentee preference?,Who is your #8 Kin Mentee preference?,Who is your #9 Kin Mentee preference?,Who is your #10 Kin Mentee preference?,Who is your #11 Kin Mentee preference?,Who is your #12 Kin Mentee preference?,Who is your #13 Kin Mentee preference?,Who is your #14 Kin Mentee preference?,Who is your #15 Kin Mentee preference?,Would you be open to the possibility of having a 1 Kin Mentor: 2 Kin Mentee mentorship partnership?,What industries are you interested in receiving mentorship on?,"How important is enhancing professional skills (resume writing, interviewing, personal brand, presentation skills, etc.)?",How important is securing an internship or full-time employment opportunity?,Who is your #1 Kin Mentor preference?,Who is your #2 Kin Mentor preference?,Who is your #3 Kin Mentor preference?,Who is your #4 Kin Mentor preference?,Who is your #5 Kin Mentor preference?,Who is your #6 Kin Mentor preference?,Who is your #7 Kin Mentor preference?,Who is your #8 Kin Mentor preference?,Who is your #9 Kin Mentor preference?,Who is your #10 Kin Mentor preference?,Who is your #11 Kin Mentor preference?,Who is your #12 Kin Mentor preference?,Who is your #13 Kin Mentor preference?,Who is your #14 Kin Mentor preference?,Who is your #15 Kin Mentor preference?,How comfortable do you feel in asking for help in achieving your academic and career goals?,How prepared do you feel to take the next steps in your career?,How connected do you feel to a network of professionals to achieve your academic and career goals?,"As an AAPI student, how empowered (supported and confident) do you feel in your ability to achieve your career goals?",How connected do you feel to the AAPI community?,Is there anything else that you would like us to consider as part of the matching process?
688324,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Liora Valente,16,Liora,Valente,sample@email.com,Male,No Preference,4,5,6,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Technology;Engineering;Arts and Design;Entrepreneurship;Food and Beverage;,5,4,132,71,36,149,192,37,23,76,180,62,15,32,69,100,47,3,3,7,3,10,Filler String
177840,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Amara Lindholm,17,Amara,Lindholm,sample@email.com,Male,Male,2,7,10,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Real Estate;Healthcare;Arts and Design;,10,3,104,167,76,47,138,113,102,70,101,120,180,15,118,38,196,5,6,7,9,7,Filler String
538669,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Kieran Westbrook,18,Kieran,Westbrook,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,10,6,8,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Finance;Engineering;Entertainment;Hospitality;Fashion;,10,1,91,135,45,150,118,87,50,58,188,78,117,198,158,149,94,5,6,7,6,5,Filler String
150292,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Freya Langford,19,Freya,Langford,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,9,6,2,3,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entrepreneurship;Education;Fashion;,6,9,101,192,8,46,153,106,148,165,114,130,88,163,80,191,13,8,3,3,2,1,Filler String
740536,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elowen March,20,Elowen,March,sample@email.com,Male,Female,3,2,10,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Government;Education;Legal;,6,9,135,89,5,10,33,100,111,121,31,149,53,155,173,23,112,3,7,5,7,3,Filler String
730620,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rhys Hamilton,21,Rhys,Hamilton,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,7,4,1,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Other;,5,6,179,145,11,65,47,67,194,176,62,173,69,124,34,91,30,9,5,4,5,9,Filler String
260927,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Azura Wakefield,22,Azura,Wakefield,sample@email.com,Female,No Preference,10,5,9,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;,8,3,150,100,95,140,165,103,130,101,170,144,119,166,45,81,133,10,3,5,7,4,Filler String
828825,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Dorian Astor,23,Dorian,Astor,sample@email.com,Female,No Preference,5,7,7,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Legal;Entertainment;,3,10,192,154,44,116,60,120,14,36,85,157,106,149,172,159,55,8,2,2,3,9,Filler String
624019,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Maelis Calder,24,Maelis,Calder,sample@email.com,Male,No Preference,4,9,2,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Education;Entrepreneurship;Finance;,3,9,129,37,66,161,29,88,100,198,169,160,170,188,79,14,47,9,7,3,7,8,Filler String
957130,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Ren Beaumont,25,Ren,Beaumont,sample@email.com,Female,No Preference,6,6,4,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Education;,6,1,92,81,186,129,162,84,136,112,110,6,195,53,64,103,31,10,3,6,9,8,Filler String
829860,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zinnia Greer,26,Zinnia,Greer,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,10,5,9,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Government;Accounting;Nonprofit;Other;,10,6,198,29,31,25,135,187,146,78,9,183,118,125,124,159,173,5,4,8,8,4,Filler String
774855,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Cassian Delaney,27,Cassian,Delaney,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,9,2,1,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Pharmaceutical;Engineering;Real Estate;,5,2,58,24,186,84,162,54,34,135,112,161,9,193,180,45,56,8,6,1,3,1,Filler String
855647,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elara Hastings,28,Elara,Hastings,sample@email.com,Female,Male,4,5,1,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Fashion;Media and News;Consulting;,4,6,78,57,69,155,60,98,167,157,133,64,198,117,73,193,40,2,5,3,10,9,Filler String
359065,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Idris Monteiro,29,Idris,Monteiro,sample@email.com,Female,Female,4,7,8,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Other;Entrepreneurship;,10,1,76,5,32,15,197,106,173,53,42,187,116,131,150,153,103,10,9,9,9,6,Filler String
784547,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Sabine Rojas,30,Sabine,Rojas,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,7,6,8,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Finance;Human Resources;Nonprofit;,4,5,51,55,173,42,34,165,131,43,136,77,49,190,183,118,129,8,2,8,3,8,Filler String
686591,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Thorne Bishop,31,Thorne,Bishop,sample@email.com,Female,No Preference,9,6,4,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Fashion;Real Estate;Hospitality;,2,5,176,78,87,4,49,33,171,24,175,166,86,22,177,83,77,4,10,9,8,8,Filler String
814762,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Mireille Duchamp,32,Mireille,Duchamp,sample@email.com,Male,No Preference,4,4,5,3,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entertainment;Government;Hospitality;Legal;Other;,1,7,82,146,151,26,4,53,10,172,149,180,144,59,159,103,161,5,9,9,9,7,Filler String
927948,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Caelan Forrest,33,Caelan,Forrest,sample@email.com,Female,No Preference,5,1,1,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Fashion;Engineering;Pharmaceutical;Real Estate;Nonprofit;,2,6,61,24,65,172,6,78,27,103,12,68,99,191,31,157,186,1,3,5,10,8,Filler String
47694,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Lyra Emerson,34,Lyra,Emerson,sample@email.com,Male,Female,2,9,1,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Aerospace;Other;,7,8,36,35,41,83,191,113,197,91,143,19,25,198,104,1,121,1,8,6,5,2,Filler String
690044,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Corin Hartford,35,Corin,Hartford,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,4,1,10,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Human Resources;Accounting;Fashion;Legal;Arts and Design;,1,4,50,32,60,130,94,105,141,174,6,98,178,155,152,40,17,10,9,4,3,6,Filler String
240592,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Sable Preston,36,Sable,Preston,sample@email.com,Female,No Preference,7,2,7,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Legal;,5,6,6,51,0,130,2,178,21,165,154,89,122,88,111,53,181,4,1,3,3,3,Filler String
190987,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Dante Lyons,37,Dante,Lyons,sample@email.com,Female,Male,2,3,6,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Nonprofit;Media and News;Finance;Arts and Design;,2,6,129,40,183,39,4,58,43,33,128,125,89,69,73,64,10,2,2,2,6,2,Filler String
312738,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Isara Carver,38,Isara,Carver,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,2,3,10,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Nonprofit;Real Estate;Other;Engineering;,5,5,186,57,101,131,37,110,43,135,119,28,98,49,32,145,136,8,4,4,9,2,Filler String
884446,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rowan Grayson,39,Rowan,Grayson,sample@email.com,Female,No Preference,6,4,10,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Real Estate;Entrepreneurship;Education;,2,3,142,172,35,1,131,177,39,130,81,91,97,88,122,37,178,1,1,2,7,2,Filler String
477285,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Teagan Miles,40,Teagan,Miles,sample@email.com,Male,Female,5,5,5,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Technology;Pharmaceutical;Government;Agriculture;,9,5,1,148,54,192,9,141,58,63,172,24,117,110,91,60,5,7,3,2,8,3,Filler String
152094,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elyria Page,41,Elyria,Page,sample@email.com,Male,No Preference,1,7,5,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Agriculture;Entertainment;,4,8,157,111,78,23,146,144,20,91,90,41,48,125,121,26,24,2,7,2,3,8,Filler String
384935,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Lysandra Shore,42,Lysandra,Shore,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,8,8,1,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Finance;,5,4,44,88,48,143,187,141,66,173,101,40,79,95,53,19,97,10,5,4,9,5,Filler String
617169,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Orrin Fletcher,43,Orrin,Fletcher,sample@email.com,Female,Male,4,5,4,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Arts and Design;Agriculture;Nonprofit;,1,9,82,118,122,138,44,7,119,161,123,1,81,194,90,70,124,8,1,2,4,10,Filler String
116202,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Amira Santos,44,Amira,Santos,sample@email.com,Male,No Preference,4,9,8,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Healthcare;Engineering;Finance;Arts and Design;,8,2,89,153,43,168,91,49,51,13,80,9,66,95,133,156,82,6,9,1,1,6,Filler String
913949,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Calix Vaughn,45,Calix,Vaughn,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,7,5,4,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;Technology;Fashion;Consulting;Arts and Design;,9,10,2,22,187,10,157,76,189,72,97,45,121,124,82,31,137,7,3,7,8,5,Filler String
136256,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Solara Avery,46,Solara,Avery,sample@email.com,Female,No Preference,6,6,4,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Real Estate;,9,9,38,110,168,45,7,183,96,112,115,76,83,167,97,138,174,2,8,5,5,8,Filler String
367464,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Dax Remington,47,Dax,Remington,sample@email.com,Female,No Preference,5,8,2,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Healthcare;Advertising/Marketing;Legal;Arts and Design;Entertainment;,3,3,69,170,36,42,192,165,51,76,78,194,68,124,109,162,119,7,5,4,5,7,Filler String
362853,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elowyn Reed,48,Elowyn,Reed,sample@email.com,Male,No Preference,5,8,9,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Real Estate;,8,7,6,95,12,43,148,62,155,169,129,98,52,74,127,67,11,1,9,10,6,7,Filler String
591461,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Silas Porter,49,Silas,Porter,sample@email.com,Male,Male,3,10,6,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Real Estate;Entertainment;Human Resources;,4,2,82,72,199,63,191,36,134,69,178,79,169,156,15,89,154,6,5,4,7,5,Filler String
293098,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Veda McAllister,50,Veda,McAllister,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,9,7,10,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Legal;,3,8,31,54,98,191,80,35,64,65,163,84,45,123,33,43,130,6,5,5,9,2,Filler String
408411,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Fenella Hayes,51,Fenella,Hayes,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,5,8,4,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Advertising/Marketing;Aerospace;Engineering;,4,5,176,22,139,34,92,62,125,119,99,145,127,45,91,77,97,9,8,6,9,5,Filler String
952998,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Alistair Cruz,52,Alistair,Cruz,sample@email.com,Male,Male,4,7,10,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Pharmaceutical;Technology;Government;,1,2,11,188,192,22,136,166,81,7,135,21,158,59,64,37,191,7,4,7,3,9,Filler String
183281,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Orla Hennessy,53,Orla,Hennessy,sample@email.com,Male,No Preference,8,4,1,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Accounting;Food and Beverage;Agriculture;Hospitality;,1,2,96,48,53,5,29,47,103,22,87,175,127,138,75,115,99,2,7,8,3,7,Filler String
842448,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rylan Hart,54,Rylan,Hart,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,4,6,5,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Technology;Agriculture;Finance;Media and News;Education;,8,8,86,156,54,62,183,199,177,40,106,192,122,19,115,83,44,4,5,6,10,10,Filler String
973563,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Inara Townsend,55,Inara,Townsend,sample@email.com,Male,No Preference,2,4,4,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Aerospace;Consulting;Nonprofit;Food and Beverage;,10,7,30,129,35,185,65,77,149,186,105,122,18,32,75,106,96,3,4,9,6,9,Filler String
958365,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zev Caldwell,56,Zev,Caldwell,sample@email.com,Female,No Preference,4,4,5,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Agriculture;Education;Media and News;Real Estate;,7,4,27,105,99,196,198,29,171,62,185,124,26,30,85,0,86,5,1,5,7,3,Filler String
875512,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Briar Logan,57,Briar,Logan,sample@email.com,Male,Male,9,8,2,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Consulting;Hospitality;Education;Accounting;Agriculture;,9,3,75,54,152,56,106,186,138,173,12,139,175,92,32,169,19,3,3,9,10,1,Filler String
710469,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Hadrian Leclair,58,Hadrian,Leclair,sample@email.com,Female,Female,10,2,4,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Finance;Healthcare;,6,6,60,145,28,42,130,126,147,123,78,168,107,70,30,160,12,3,9,5,10,10,Filler String
783423,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elysia Compton,59,Elysia,Compton,sample@email.com,Male,No Preference,2,1,7,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Nonprofit;Human Resources;Accounting;Legal;Education;,6,5,152,112,184,107,40,39,103,23,126,20,55,125,174,199,89,7,2,10,5,7,Filler String
483166,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Theron Wells,60,Theron,Wells,sample@email.com,Nonbinary/Fluid/Gender Queer,Female,5,3,8,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Nonprofit;Entrepreneurship;Engineering;Education;,1,2,55,90,171,187,156,168,120,13,34,176,12,108,136,196,93,10,6,9,8,5,Filler String
435364,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Kaida Lawson,61,Kaida,Lawson,sample@email.com,Male,No Preference,7,1,7,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Finance;Human Resources;Agriculture;Real Estate;Fashion;,4,7,7,34,63,136,84,22,196,133,188,119,58,147,191,21,31,5,7,3,4,6,Filler String
641159,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Mirabel Quinn,62,Mirabel,Quinn,sample@email.com,Male,Male,3,7,3,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Advertising/Marketing;Media and News;Fashion;Accounting;Legal;,6,4,100,75,171,109,121,48,37,45,197,8,18,1,152,170,162,1,8,6,1,4,Filler String
