Id,Start time,Completion time,Email,Name,KIN Mentorship ID (Link to Spreadsheet),First Name,Last Name,Email Address,To which gender identity do you most identify?,Please indicate if you have a preference for what gender your mentor/mentee is:,How important is accessing and developing a professional AAPI network?,How open are you to exploring topics outside of your immediate career or academic focus in the mentorship?,"How much do you value a structured mentoring relationship (e.g., goal setting, progress tracking)?","How important is frequent communication (e.g., weekly or bi-weekly) in a mentoring relationship?",Select if you are a Kin Mentor or Kin Mentee,Would you be open to the possibility of having 2 Kin Mentees?,What industries can you provide mentorship on?,"How comfortable do you feel providing guidance on professional skills such as resume writing, interviewing, personal brand, presentation skills, etc.?",How confident do you feel in guiding your mentee in securing an internship or full-time employment opportunity?,Who is your #1 Kin Mentee preference?,Who is your #2 Kin Mentee preference?,Who is your #3 Kin Mentee preference?,Who is your #4 Kin Mentee preference?,Who is your #5 Kin Mentee preference?,Who is your #6 Kin Mentee preference?,Who is your #7 Kin Mentee preference?,Who is your #8 Kin Mentee preference?,Who is your #9 Kin Mentee preference?,Who is your #10 Kin Mentee preference?,Who is your #11 Kin Mentee preference?,Who is your #12 Kin Mentee preference?,Who is your #13 Kin Mentee preference?,Who is your #14 Kin Mentee preference?,Who is your #15 Kin Mentee preference?,Would you be open to the possibility of having a 1 Kin Mentor: 2 Kin Mentee mentorship partnership?,What industries are you interested in receiving mentorship on?,"How important is enhancing professional skills (resume writing, interviewing, personal brand, presentation skills, etc.)?",How important is securing an internship or full-time employment opportunity?,Who is your #1 Kin Mentor preference?,Who is your #2 Kin Mentor preference?,Who is your #3 Kin Mentor preference?,Who is your #4 Kin Mentor preference?,Who is your #5 Kin Mentor preference?,Who is your #6 Kin Mentor preference?,Who is your #7 Kin Mentor preference?,Who is your #8 Kin Mentor preference?,Who is your #9 Kin Mentor preference?,Who is your #10 Kin Mentor preference?,Who is your #11 Kin Mentor preference?,Who is your #12 Kin Mentor preference?,Who is your #13 Kin Mentor preference?,Who is your #14 Kin Mentor preference?,Who is your #15 Kin Mentor preference?,How comfortable do you feel in asking for help in achieving your academic and career goals?,How prepared do you feel to take the next steps in your career?,How connected do you feel to a network of professionals to achieve your academic and career goals?,"As an AAPI student, how empowered (supported and confident) do you feel in your ability to achieve your career goals?",How connected do you feel to the AAPI community?,Is there anything else that you would like us to consider as part of the matching process?
670671,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Cassia Bloom,10,Cassia,Bloom,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,3,3,7,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Consulting;Nonprofit;Hospitality;Fashion;Aerospace;,5,10,121,78,174,191,90,181,183,61,110,64,36,27,4,115,75,4,2,4,7,7,Filler String
500159,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Eamon Fitzgerald,11,Eamon,Fitzgerald,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,7,10,4,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Healthcare;Nonprofit;Legal;,9,5,25,173,51,40,48,64,26,102,112,116,37,30,100,153,131,10,1,3,8,7,Filler String
531961,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Nyla Winters,12,Nyla,Winters,sample@email.com,Female,Female,2,10,7,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Agriculture;Pharmaceutical;,5,9,131,66,65,137,38,155,180,51,4,26,165,90,71,195,96,9,4,7,4,8,Filler String
479602,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Soren Voss,13,Soren,Voss,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,8,8,3,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entrepreneurship;,5,7,77,145,84,186,156,143,115,124,189,121,0,3,80,93,57,7,8,3,1,3,Filler String
460070,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Calista Morgan,14,Calista,Morgan,sample@email.com,Female,Female,3,5,2,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Nonprofit;Other;Entertainment;Technology;,2,4,98,79,37,22,49,162,189,161,67,21,158,76,70,39,42,1,10,9,9,8,Filler String
390962,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zephyr Larson,15,Zephyr,Larson,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,4,6,1,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;Engineering;Aerospace;,7,4,31,144,70,110,128,167,111,30,35,17,9,182,107,0,21,1,1,4,2,8,Filler String
710531,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Liora Valente,16,Liora,Valente,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,1,2,6,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entrepreneurship;Technology;Agriculture;Healthcare;Entertainment;,10,8,45,66,78,118,190,52,116,82,84,50,30,29,72,35,168,1,1,4,1,1,Filler String
990181,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Amara Lindholm,17,Amara,Lindholm,sample@email.com,Male,Male,1,3,6,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;Human Resources;Technology;Legal;,9,2,73,11,159,12,60,108,176,96,187,13,120,16,109,0,198,8,10,4,6,3,Filler String
882047,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Kieran Westbrook,18,Kieran,Westbrook,sample@email.com,Nonbinary/Fluid/Gender Queer,Female,2,6,6,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Technology;Media and News;Government;Aerospace;,1,7,15,95,180,2,101,119,10,111,88,77,170,80,121,72,78,5,4,6,4,7,Filler String
741050,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Freya Langford,19,Freya,Langford,sample@email.com,Male,No Preference,5,1,2,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Arts and Design;Fashion;,6,2,189,51,144,146,100,135,27,179,11,124,114,62,127,38,126,1,10,5,8,5,Filler String
166825,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elowen March,20,Elowen,March,sample@email.com,Male,Female,6,5,4,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Nonprofit;Technology;Entertainment;Media and News;,9,7,199,43,97,156,9,131,127,149,91,153,186,42,52,110,172,10,10,5,1,1,Filler String
46050,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rhys Hamilton,21,Rhys,Hamilton,sample@email.com,Male,Female,10,4,1,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Consulting;Entrepreneurship;Hospitality;Fashion;Real Estate;,1,9,107,155,184,173,170,195,144,84,138,20,23,188,26,182,151,1,5,7,8,1,Filler String
622070,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Azura Wakefield,22,Azura,Wakefield,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,8,1,2,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Agriculture;Media and News;Engineering;,3,2,82,133,113,7,126,128,118,154,127,139,98,171,190,87,108,5,10,2,3,1,Filler String
842417,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Dorian Astor,23,Dorian,Astor,sample@email.com,Male,Male,1,1,2,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Accounting;Entrepreneurship;,2,8,30,42,103,54,171,80,71,170,52,125,77,36,194,161,76,7,2,1,3,5,Filler String
21315,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Maelis Calder,24,Maelis,Calder,sample@email.com,Male,Male,6,6,3,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;Accounting;,9,2,121,135,176,127,198,148,174,152,46,128,114,132,71,0,26,4,4,6,6,1,Filler String
542396,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Ren Beaumont,25,Ren,Beaumont,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,2,1,4,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Accounting;Healthcare;Consulting;Aerospace;,9,5,25,81,184,95,64,137,54,124,120,62,196,140,192,197,71,2,2,8,1,5,Filler String
746974,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zinnia Greer,26,Zinnia,Greer,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,2,4,8,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Technology;Agriculture;Advertising/Marketing;,1,6,46,154,21,60,12,81,142,94,72,119,113,178,6,96,149,6,8,6,7,9,Filler String
334290,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Cassian Delaney,27,Cassian,Delaney,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,1,6,6,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Real Estate;,10,8,57,122,22,72,165,95,86,85,177,198,173,171,186,76,8,2,6,4,10,8,Filler String
743811,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elara Hastings,28,Elara,Hastings,sample@email.com,Male,Male,8,4,6,3,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Media and News;Engineering;Entertainment;Government;,8,2,7,144,143,80,119,48,43,160,154,31,98,32,41,49,75,4,2,6,6,9,Filler String
510903,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Idris Monteiro,29,Idris,Monteiro,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,8,8,6,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Hospitality;Education;Accounting;,1,7,162,58,170,99,97,57,83,168,92,25,196,153,12,48,87,10,6,3,10,4,Filler String
903934,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Sabine Rojas,30,Sabine,Rojas,sample@email.com,Female,No Preference,8,4,1,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Finance;Healthcare;,6,3,40,106,148,75,68,193,191,195,95,62,11,79,152,108,164,6,7,6,7,1,Filler String
304686,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Thorne Bishop,31,Thorne,Bishop,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,5,1,8,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Education;Media and News;Agriculture;Consulting;Fashion;,6,4,74,161,180,5,194,167,140,130,148,117,39,166,38,71,144,8,5,4,10,4,Filler String
665504,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Mireille Duchamp,32,Mireille,Duchamp,sample@email.com,Male,Female,10,10,10,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Government;Hospitality;Advertising/Marketing;Accounting;Other;,7,5,92,155,131,65,69,2,110,135,148,167,42,122,113,132,9,9,3,1,6,4,Filler String
347985,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Caelan Forrest,33,Caelan,Forrest,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,9,6,2,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Advertising/Marketing;Real Estate;,9,8,185,6,20,39,190,149,44,158,51,176,58,34,126,71,74,10,4,8,6,8,Filler String
962599,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Lyra Emerson,34,Lyra,Emerson,sample@email.com,Male,Female,4,9,9,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Hospitality;Entertainment;,2,2,6,63,163,107,38,93,166,142,172,151,129,32,138,128,139,1,7,10,5,1,Filler String
244318,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Corin Hartford,35,Corin,Hartford,sample@email.com,Male,No Preference,9,1,4,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Government;Entrepreneurship;Advertising/Marketing;Legal;,8,4,188,156,142,150,63,146,161,141,24,33,65,136,79,20,70,6,1,6,5,7,Filler String
448832,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Sable Preston,36,Sable,Preston,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,7,1,8,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Human Resources;Food and Beverage;,1,9,24,127,105,128,94,148,47,123,155,140,195,138,98,190,15,1,7,2,1,1,Filler String
790903,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Dante Lyons,37,Dante,Lyons,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,9,2,7,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Human Resources;Entertainment;Food and Beverage;Education;Aerospace;,10,3,26,151,141,93,72,30,119,101,143,125,173,77,155,45,20,6,2,10,8,5,Filler String
463029,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Isara Carver,38,Isara,Carver,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,10,1,5,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Finance;Food and Beverage;Media and News;,5,5,55,121,104,181,148,11,196,179,131,30,68,182,17,133,146,1,3,3,3,8,Filler String
892232,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rowan Grayson,39,Rowan,Grayson,sample@email.com,Female,No Preference,4,2,3,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Advertising/Marketing;,3,8,135,31,7,170,191,10,38,37,70,130,78,32,143,179,193,10,10,4,8,6,Filler String
150493,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Teagan Miles,40,Teagan,Miles,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,2,1,8,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Food and Beverage;Technology;Advertising/Marketing;Legal;Accounting;,9,1,166,28,172,107,93,79,0,23,126,58,16,34,157,176,78,9,9,8,3,7,Filler String
191107,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elyria Page,41,Elyria,Page,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,6,6,10,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Real Estate;,3,10,169,170,185,150,58,182,162,199,6,53,2,142,31,146,192,3,6,6,2,7,Filler String
299152,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Lysandra Shore,42,Lysandra,Shore,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,9,10,3,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Real Estate;Media and News;Legal;Fashion;,10,6,79,69,1,97,184,108,74,18,87,123,30,2,76,172,199,1,6,7,3,8,Filler String
151845,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Orrin Fletcher,43,Orrin,Fletcher,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,5,3,1,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Arts and Design;Entertainment;Finance;Government;Entrepreneurship;,4,4,64,51,72,32,105,48,46,74,40,44,182,135,22,138,124,8,10,8,8,9,Filler String
862718,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Amira Santos,44,Amira,Santos,sample@email.com,Male,Female,10,4,7,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Consulting;Media and News;Entrepreneurship;Arts and Design;,9,5,63,34,23,51,48,127,10,22,196,157,49,71,56,52,72,10,2,9,7,8,Filler String
33142,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Calix Vaughn,45,Calix,Vaughn,sample@email.com,Male,Female,9,5,8,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Consulting;Advertising/Marketing;,5,4,62,78,153,127,151,10,107,140,98,167,164,131,45,176,191,8,7,10,3,5,Filler String
866960,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Solara Avery,46,Solara,Avery,sample@email.com,Female,Male,3,5,8,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Finance;Entrepreneurship;Accounting;Arts and Design;,4,5,197,157,147,45,23,178,36,101,0,33,139,86,7,105,12,2,3,7,9,1,Filler String
678457,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Dax Remington,47,Dax,Remington,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,8,5,4,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;Entrepreneurship;Arts and Design;Fashion;,9,8,114,62,176,44,58,35,31,116,142,70,14,76,49,51,40,8,3,5,3,1,Filler String
727648,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elowyn Reed,48,Elowyn,Reed,sample@email.com,Female,Male,4,9,9,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Accounting;,7,4,10,66,186,87,159,62,16,196,134,155,95,125,119,18,59,5,3,1,3,8,Filler String
271796,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Silas Porter,49,Silas,Porter,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,6,3,6,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Agriculture;Nonprofit;Media and News;,5,8,169,86,27,7,84,80,54,103,112,70,117,64,105,161,93,4,7,7,7,4,Filler String
945056,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Veda McAllister,50,Veda,McAllister,sample@email.com,Female,Female,5,8,9,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Human Resources;Agriculture;,2,5,36,138,42,31,77,175,135,129,84,15,70,124,163,96,132,9,10,5,10,1,Filler String
81356,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Fenella Hayes,51,Fenella,Hayes,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,1,5,7,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Nonprofit;,1,9,193,0,27,141,146,190,163,172,7,65,170,183,95,77,9,4,7,5,2,10,Filler String
866374,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Alistair Cruz,52,Alistair,Cruz,sample@email.com,Female,Male,9,1,5,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Agriculture;Real Estate;Government;,10,2,86,12,195,61,146,178,50,68,184,56,26,34,197,168,126,6,8,10,1,5,Filler String
624232,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Orla Hennessy,53,Orla,Hennessy,sample@email.com,Male,Male,6,6,3,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Technology;,6,7,63,39,169,159,184,46,2,19,59,109,89,126,88,133,115,2,7,9,8,5,Filler String
406751,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rylan Hart,54,Rylan,Hart,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,4,1,7,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Government;Nonprofit;Consulting;Media and News;,2,2,28,36,44,131,152,37,7,194,91,1,51,58,145,24,52,2,8,6,9,5,Filler String
56481,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Inara Townsend,55,Inara,Townsend,sample@email.com,Male,Female,1,2,8,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Consulting;,7,4,104,166,159,174,198,4,38,108,49,115,114,83,71,67,20,8,7,3,1,1,Filler String
396638,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zev Caldwell,56,Zev,Caldwell,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,6,5,2,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Nonprofit;Hospitality;Other;,9,1,80,54,88,25,108,141,64,7,129,53,115,176,77,134,36,9,8,4,9,5,Filler String
589566,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Briar Logan,57,Briar,Logan,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,2,9,8,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Technology;Real Estate;,6,2,130,49,162,113,12,163,80,193,97,181,146,61,95,44,5,8,8,3,8,7,Filler String
102957,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Hadrian Leclair,58,Hadrian,Leclair,sample@email.com,Male,No Preference,6,1,10,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Finance;Education;Arts and Design;,7,7,36,95,67,143,190,72,144,12,106,73,176,167,112,30,149,1,2,7,7,9,Filler String
745319,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elysia Compton,59,Elysia,Compton,sample@email.com,Male,No Preference,8,1,2,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Government;Technology;,6,1,189,13,82,46,165,116,60,63,108,85,47,15,100,26,31,3,6,2,4,6,Filler String
796826,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Theron Wells,60,Theron,Wells,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,3,7,7,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Accounting;Legal;Finance;,10,3,96,24,195,32,182,54,194,14,152,8,108,92,188,28,51,6,8,10,5,5,Filler String
